,hash,message,date,filename,parents,files,lines,deletions,insertions,classification,confidence,explanation
24,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000004100000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
25,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000005000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
26,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000005100000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
27,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000006000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
28,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000006100000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
29,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000007000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
30,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000008000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
31,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,00000000000000009000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
32,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,0000000000000000a000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
33,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,0000000000000000b000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
34,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,0000000000000000c000000000000000,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
35,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,2d81e31c46d7fad41aa02d0f0b29db8e,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
36,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,80a3616ca19596e4da0f10f14d241e9f,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
37,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,f5f67c52d1564df4a8936ccd202a3bd8,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
38,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,fda2965378b6e5340a877fda1b6727fb,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
39,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,AudioManager.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
40,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,DynamicsManager.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
41,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,EditorBuildSettings.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
42,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,EditorSettings.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
43,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,GraphicsSettings.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
44,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,InputManager.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
45,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,NavMeshLayers.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
46,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,NetworkManager.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
47,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,Physics2DSettings.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
48,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,ProjectSettings.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
49,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,QualitySettings.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
50,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,TagManager.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
51,0285714823e1da5ec6100f383cc84f83d0a77feb,"Initial Commit, Hello world scene",2015-02-25 22:27:08+01:00,TimeManager.asset,['38346ccec65ca5903e86fcd80cc4a05c5ab77c71'],50,11,0,11,not bug fix,1.0,commit message is an initial setup with no indication of bug fixing
52,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,.gitignore,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
53,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,Materials.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
54,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,GroundMaterial.mat,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
55,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,GroundMaterial.mat.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
56,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,SimpleMaterial.mat,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
57,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,SimpleMaterial.mat.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
58,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,Prefabs.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
59,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,Cube.prefab,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
60,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,Cube.prefab.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
61,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,BuildMuseum.unity,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
62,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,BuildMuseum.unity.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
63,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,Scripts.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
64,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,DrawController.cs,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
65,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,DrawController.cs.meta,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
66,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,AssetVersioning.db,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
67,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,CurrentLayout.dwlt,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
68,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,ProjectSettings.asset,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
69,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,Assembly-CSharp.dll,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
70,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,Assembly-CSharp.dll.mdb,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
71,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,ShaderCache.db,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
72,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,assetDatabase3,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
73,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,expandedItems,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
74,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,guidmapper,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
75,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,3ab861467b624214ab275193ceafdce7,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
76,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,4b9d5af7d1611e44495b86d240de887f,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
77,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,73f527c6e57297148a3efa42127af600,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
78,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,df1c44744974bd94aaf9fc726a2c0f52,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
79,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,e02ddf0757c254d41889566b7c7653a8,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
80,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,e244fbd7a9bceab4492d7873d46d9f99,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
81,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,e25cdd65756b73541b86ed27fcb920dd,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
82,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,ef42622602cd7ae49b03dde11bfcfde5,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
83,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,EditorBuildSettings.asset,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
84,2e9d8947c65f46cfe17ef850029927681838e99c,Created simple object drawing script,2015-02-26 16:35:30+01:00,DesignTimeResolveAssemblyReferencesInput.cache,['0285714823e1da5ec6100f383cc84f83d0a77feb'],33,72,0,72,not bug fix,0.9,commit message involves creation of new functionality rather than fixing an issue
85,9bf0673d3c1b54efe13a930166b9daf7125e924d,Initial Build Museum commit,2015-02-26 17:06:33+01:00,,['2e9d8947c65f46cfe17ef850029927681838e99c'],0,0,0,0,not bug fix,1.0,"commit message is related to the initial build of the museum, not a bug fix"
86,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,IsometricCamera.cs,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
87,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,IsometricCamera.cs.meta,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
88,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,Assembly-CSharp.dll,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
89,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,Assembly-CSharp.dll.mdb,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
90,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,assetDatabase3,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
91,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,guidmapper,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
92,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,3ab861467b624214ab275193ceafdce7,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
93,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,975cc7a00b5918947825b00e93a17887,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
94,a9261f135339807dcc28a26056301ab954fa6326,Created IsometricCamera script,2015-02-26 17:23:32+01:00,app-csharp.v11.suo,['9bf0673d3c1b54efe13a930166b9daf7125e924d'],9,27,0,27,not bug fix,1.0,commit message does not contain keywords related to bug fixes
95,58e7d5de010828dece59a8dd354d3a63df4ce1c8,"Improved drawing script, adjusted for isometric view",2015-02-26 17:50:28+01:00,DrawController.cs,['a9261f135339807dcc28a26056301ab954fa6326'],5,8,4,4,not bug fix,1.0,commit message focuses on improving a script rather than fixing a bug
96,58e7d5de010828dece59a8dd354d3a63df4ce1c8,"Improved drawing script, adjusted for isometric view",2015-02-26 17:50:28+01:00,Assembly-CSharp.dll,['a9261f135339807dcc28a26056301ab954fa6326'],5,8,4,4,not bug fix,1.0,commit message focuses on improving a script rather than fixing a bug
97,58e7d5de010828dece59a8dd354d3a63df4ce1c8,"Improved drawing script, adjusted for isometric view",2015-02-26 17:50:28+01:00,Assembly-CSharp.dll.mdb,['a9261f135339807dcc28a26056301ab954fa6326'],5,8,4,4,not bug fix,1.0,commit message focuses on improving a script rather than fixing a bug
98,58e7d5de010828dece59a8dd354d3a63df4ce1c8,"Improved drawing script, adjusted for isometric view",2015-02-26 17:50:28+01:00,assetDatabase3,['a9261f135339807dcc28a26056301ab954fa6326'],5,8,4,4,not bug fix,1.0,commit message focuses on improving a script rather than fixing a bug
99,58e7d5de010828dece59a8dd354d3a63df4ce1c8,"Improved drawing script, adjusted for isometric view",2015-02-26 17:50:28+01:00,3ab861467b624214ab275193ceafdce7,['a9261f135339807dcc28a26056301ab954fa6326'],5,8,4,4,not bug fix,1.0,commit message focuses on improving a script rather than fixing a bug
100,4e7491f2b7ab9306730cb2bca93355badec08c38,"Adjusted gitignore, modified drawing script to use layermasks",2015-02-26 17:59:15+01:00,.gitignore,['58e7d5de010828dece59a8dd354d3a63df4ce1c8'],7,23,2,21,not bug fix,1.0,commit message only describes configuration changes
